step,role,method,energy_hartree,energy_kjmol,source
TS2_1a_to_PS2_2,RS,xTB,-110.267227010004,-289506.564598,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_evb_qm\pdb_preserving_xtb_qm_inputs\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_RS_xtbopt.log
