step,role,method,energy_hartree,energy_kjmol,source
RS2_1_to_TS2_1a,PS,xTB,-110.268048541953,-289508.721530,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_evb_qm\pdb_preserving_xtb_qm_inputs\RS2_1_to_TS2_1a\RS2_1_to_TS2_1a_PS_xtbopt.log
