mode,frequency_cm-1,imaginary
1,16.62,False
2,19.0,False
3,27.41,False
4,28.56,False
5,35.2,False
6,43.61,False
7,49.71,False
8,50.71,False
9,55.6,False
10,57.84,False
11,61.28,False
12,67.91,False
13,77.68,False
14,82.64,False
15,91.33,False
16,93.37,False
17,99.87,False
18,107.3,False
19,116.91,False
20,119.36,False
21,123.82,False
22,129.59,False
23,137.07,False
24,155.75,False
25,172.25,False
26,177.14,False
27,187.58,False
28,206.34,False
29,212.02,False
30,216.42,False
31,235.62,False
32,271.04,False
33,275.64,False
34,281.96,False
35,292.71,False
36,300.47,False
37,310.84,False
38,329.49,False
39,344.08,False
40,346.56,False
41,351.34,False
42,373.44,False
43,378.4,False
44,397.18,False
45,408.61,False
46,429.92,False
47,448.43,False
48,459.39,False
49,474.2,False
50,480.47,False
51,512.26,False
52,525.0,False
53,534.55,False
54,569.14,False
55,608.14,False
56,610.67,False
57,655.28,False
58,668.99,False
59,678.16,False
60,717.74,False
61,730.87,False
62,751.01,False
63,767.4,False
64,775.44,False
65,792.27,False
66,839.75,False
67,866.18,False
68,877.41,False
69,877.92,False
70,891.81,False
71,911.76,False
72,919.46,False
73,927.13,False
74,935.79,False
75,971.14,False
76,984.89,False
77,986.66,False
78,991.09,False
79,993.67,False
80,1014.44,False
81,1019.93,False
82,1043.97,False
83,1057.2,False
84,1066.31,False
85,1068.33,False
86,1097.83,False
87,1102.67,False
88,1118.28,False
89,1119.94,False
90,1133.63,False
91,1148.88,False
92,1161.08,False
93,1163.46,False
94,1191.42,False
95,1210.08,False
96,1215.22,False
97,1223.84,False
98,1246.64,False
99,1247.7,False
100,1262.24,False
101,1280.36,False
102,1281.33,False
103,1283.69,False
104,1284.29,False
105,1300.75,False
106,1315.3,False
107,1328.74,False
108,1334.18,False
109,1347.87,False
110,1385.52,False
111,1394.23,False
112,1410.64,False
113,1423.63,False
114,1426.7,False
115,1435.59,False
116,1441.85,False
117,1444.97,False
118,1446.11,False
119,1448.31,False
120,1453.97,False
121,1456.16,False
122,1464.73,False
123,1467.07,False
124,1475.02,False
125,1475.59,False
126,1480.76,False
127,1491.43,False
128,1517.89,False
129,1581.87,False
130,1608.59,False
131,1621.22,False
132,1703.94,False
133,1714.88,False
134,1758.34,False
135,2881.73,False
136,2991.69,False
137,3009.61,False
138,3014.62,False
139,3015.93,False
140,3022.56,False
141,3033.52,False
142,3039.22,False
143,3039.65,False
144,3048.71,False
145,3050.36,False
146,3051.46,False
147,3075.53,False
148,3084.31,False
149,3084.62,False
150,3086.56,False
151,3086.66,False
152,3087.7,False
153,3099.64,False
154,3103.45,False
155,3105.38,False
156,3109.32,False
157,3125.49,False
158,3473.87,False
159,3475.4,False
160,3491.06,False
161,3520.47,False
162,3571.41,False
163,3583.73,False
164,3672.0,False
165,3733.61,False
