step,role,method,energy_hartree,energy_kjmol,source
TS1_2_to_PS1_2b,PS,xTB,-83.437170433259,-219064.260768,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_evb_qm\pdb_preserving_xtb_qm_inputs\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_PS_xtbopt.log
