step,n_state1_bonds,n_state2_bonds,E_RS_kcal,E_TS_kcal,E_PS_kcal,dE_ts_qm_kcal,dE_rxn_qm_kcal,e1_TS_kcal,e2_TS_raw_kcal,e2_PS_raw_kcal,delta_kcal,h12_kcal,h12_physical
RS1_1_to_TS1_2,1,2,-52359.8862050177,-52358.760010766986,-52357.683367441074,1.1261942507117055,2.202837576624006,9.746776197751797e-05,2.03027048155892,0.0,2.202837576624006,,False
TS2_1a_to_PS2_2,2,3,-69193.79209399853,-69197.57820618033,-69211.16776951184,-3.7861121817986714,-17.375675513307215,0.5972235250640341,93.10777803738816,0.0,-17.375675513307215,18.66962854119646,True
