step,GFN1_tight,GFN2_etemp300,GFN2_etemp500,GFN2_normal,GFN2_tight
RS1_1_to_TS1_2,-5.897280845186447,1.188620419803797,0.05019776155816255,1.1070185048523413,1.1261942505992686
RS1_2b_to_PS1_3,,,13.418492943570751,,
TS1_2_to_PS1_2b,,,0.027294612669402654,,
TS2_1a_to_PS2_2,-2.4556049136095903,-3.7896297384985203,-3.8306856445996473,-4.067055667903846,-3.7861121814264234
