step,mean,std,median,min,max
RS1_1_to_TS1_2,-0.4850499816745756,3.062298798337566,1.1070185048523413,-5.897280845186447,1.188620419803797
RS1_2b_to_PS1_3,13.418492943570751,,13.418492943570751,13.418492943570751,13.418492943570751
TS1_2_to_PS1_2b,0.027294612669402654,,0.027294612669402654,0.027294612669402654,0.027294612669402654
TS2_1a_to_PS2_2,-3.585817629207605,0.6423761477693246,-3.7896297384985203,-4.067055667903846,-2.4556049136095903
